model,description,min_price,avr_price,max_price
Dream Machines RG3060-15UA28,"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",0,69999,0
MSI GS66 Stealth 10UH (GS6610UH-254US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ GDDR6 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Pro",0,95999,0
MSI GP66 Leopard 10UG (GP6610UG-218),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Pro",0,73999,0
ASUS ROG Strix SCAR 17 G732LXS (G732LXS-HG101T),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 SUPER 8GB GDDR6 / SSD: 1000 ГБ / 802.11 ac кг / ОС: Windows 10 Pro",0,100608,0
MSI GS66 Stealth 11UH (GS6611235),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080, 16 ГБ GDDR6 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Pro",107899,118164,148960
MSI GF65 Thin 10UE (GF6510UE-027PT),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 1,86 кг / ОС: Windows 10 Pro",0,66250,0
MSI GF75 Thin 10SER (GF7510SER-427XES),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Pro",0,52649,0
MSI GL65 Leopard 10SFR (GL6510SFR-483XES),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Pro",0,72255,0
MSI GL75 Leopard 10SEK (GL7510SEK-040XES),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6GB GDDR6 / SSD: 1000 ГБ / 2,6 кг / ОС: Windows 10 Pro",0,55687,0
MSI GP66 Leopard 10UH (GP6610UH-298NE),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 8GB GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Pro",79999,81533,84240
MSI GP76 Leopard 10UG (GP7610UG-291DE),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 / SSD: 512 ГБ / 2,9 кг / ОС: Windows 10 Pro",70999,72026,73921
MSI GS66 Stealth 10SF (GS6610SF-088NL),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070, Max-Q Design, 8GB GDDR6 / SSD: 512 ГБ / 2,1 кг / ОС: Windows 10 Pro",0,72255,0
ASUS ROG Strix G17 G712LV (G712LV-IS76),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / HDD: 1000 ГБ / SSD: 256 ГБ / 2,8 кг",52649,52724,52950
Acer Nitro 5 AN515-55-72VN (NH.QB2AA.002),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",51499,53599,54999
ASUS TUF Dash F15 FX516PR Eclipse Gray (FX516PR-HN106),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11370H / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2 кг / ОС: Windows 10 Home",0,69999,0
ASUS ROG Zephyrus S17 GX703HR (GX703HR-KF002T),"Ноутбук / Класичний / 17,3"" / IPS / 3840x2160 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 8 ГБ GDDR6 140W / SSD: 1000 ГБ / 2,6 кг / ОС: Windows 10 Home",0,129999,0
Lenovo Legion 5-15 (82JU00A9PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 512 ГБ / 2,4 кг / ОС: Windows 10 Home",0,55999,0
Lenovo Legion 5-15 (82JU00A3PB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",0,58999,0
GIGABYTE AORUS 17X KD (KD-72EE325SH),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-11980HK / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 512 ГБ / 3,75 кг / ОС: Windows 10 Pro",63200,65240,70615
GIGABYTE AORUS 15 YD (YD-94EE648SP),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i9-11980HK / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 Max-Q 8 ГБ / SSD: 512 ГБ / 2 кг / ОС: Windows 10 Pro",0,108699,0
GIGABYTE AORUS 15 YD (YD-93EE648SP),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i9-11980HK / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 8 ГБ / SSD: 512 ГБ / 2 кг / ОС: Windows 10 Pro",0,108999,0
GIGABYTE AORUS 15 YD (YD-73EE624SP),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080 8 ГБ / SSD: 1000 ГБ / 2 кг / ОС: Windows 10 Pro",104999,106457,110831
GIGABYTE AORUS 15P XD (XD-73EE224SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: Windows 10 Home",80913,82403,82899
GIGABYTE AERO 15 KD (KD-72EE624SP),"Ноутбук / Класичний / 15,6"" / OLED / 3840x2160 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2 кг / ОС: Windows 10 Pro",72900,74962,76915
ASUS ROG Strix SCAR 15 G533QS (G533QS-HQ122T),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 16 ГБ / SSD: 2000 ГБ / 2,3 кг / ОС: Windows 10 Home",96999,99059,105240
HP Omen 15-ek1017ur Shadow Black (3B2V8EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,46 кг / ОС: DOS",0,81080,0
HP OMEN 15-en1004nw (40Q94EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070,8 / SSD: 512 ГБ / 2,48 кг / ОС: DOS",0,69999,0
MSI GP66 Leopard 10UH (GP6610UH-276US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,94999,0
ASUS ROG Strix G15 G512LWS (G512LWS-AZ007T),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 8GB GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",0,54971,0
MSI GE75 Raider 10SE (GE7510SE-482US),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ / SSD: 512 ГБ / 2,6 кг / ОС: Windows 10 Home",0,51999,0
MSI GF75 Thin 10UEK (GF7510UEK-048US),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 Max-Q, 6 ГБ / HDD: 1000 ГБ / SSD: 512 ГБ / 2,3 кг",65910,66420,66799
Alienware m17 R3 (N00AWM17R311),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2080 Super, 8 ГБ / HDD: 1000 ГБ / SSD: 512 ГБ / 2,9 кг",0,99999,0
ASUS ZenBook Pro Duo UX581LV (UX581LV-H2042T),"Ноутбук / Класичний / 15,6"" / IPS-level / 3840x2160 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",0,110950,0
Razer Blade 15 Advanced (RZ09-0367CEC3-R3U1),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 GB / SSD: 1000 ГБ / 2,01 кг / ОС: Windows 10 Home",0,97499,0
ASUS ROG Zephyrus S17 GX703HR (GX703HR-KF035T),"Ноутбук / Класичний / 17,3"" / IPS / 3840x2160 / Intel Core i9-11900H / 2,5 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 1000 ГБ / 2,6 кг / ОС: Windows 10 Home",0,129999,0
GIGABYTE AORUS 15P KC (15P KC-8EE2130SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB / SSD: 512 ГБ / 2,5 кг / ОС: Windows 10 Home",0,67596,0
HP Victus 16-e0005ua (4R8A2EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,48 кг / ОС: Windows 10 Home",58999,59499,61000
HP Victus 16-e0004ua (4R8A1EA),"Ноутбук / Класичний / 16,1"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,48 кг / ОС: Windows 10 Home",58999,59499,61000
Acer Nitro 5 AN515-45 (NH.QBSEU.009),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080 8 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: DOS",92999,94430,96999
GIGABYTE G5 KC (KC-5EE1130SH),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i5-10500H / 2,5 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,2 кг / ОС: Windows 10 Home",52418,52906,53635
MSI GS66 Stealth 10SE (GS6610SE-093BE),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Home",0,68243,0
MSI GP65 Leopard 10SEK (GP6510SEK-041NL),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ / HDD: 1000 ГБ / SSD: 512 ГБ / 2,33 кг",0,66904,0
MSI GF65 Thin 10SER (GF6510SER-451NE),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 / SSD: 1000 ГБ / 1,85 кг / ОС: Windows 10 Home",0,66904,0
MSI GF65 Thin 10SER (GF6510SER-477NL),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 / SSD: 512 ГБ / 1,85 кг / ОС: Windows 10 Home",0,62887,0
MSI GE66 Raider 10SF (GE6610SF-043UK),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 / SSD: 512 ГБ / 2,38 кг / ОС: Windows 10 Home",0,68653,0
MSI GE66 Raider 10SF (GE6610SF-410FR),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10875H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,90985,0
MSI GL65 Leopard 10SFR (GL6510SFR-604UK),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 / SSD: 512 ГБ / 2,29 кг / ОС: Windows 10 Home",0,69579,0
HP Omen 15-en1008ua Mica Silver (422N1EA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 2,46 кг / ОС: DOS",64999,64999,65000
MSI Pulse GL66 11UEK (GL6611UEK-250XUA),"Ноутбук / Класичний / 15,6"" / IPS-level / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,25 кг / ОС: DOS",70999,71089,71149
MSI GF65 Thin 10UE (GF6510UE-010BE),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,66250,0
MSI GF65 Thin 10UE (GF6510UE-014UK),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",0,66250,0
MSI GE66 Raider 10UE (GE6610UE-219FR),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,75713,0
MSI GP66 Leopard 10UE (GP6610UE-226XES),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,66824,0
MSI GP66 Leopard 10UE (GP6610UE-405NL),"Ноутбук / Класичний / 15,6"" / IPS-Level / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 / SSD: 1000 ГБ / 2,38 кг / ОС: Windows 10 Home",0,74924,0
EVOO Gaming Laptop 15 (EG-LP7-BK),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 4800H / 2,9 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060, 6 ГБ / SSD: 512 ГБ / 1,8 кг / ОС: Windows 10 Home",0,77867,0
ASUS ROG Strix G15 G513QM (G513QM-ES94),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / SSD: 512 ГБ / 2,3 кг / ОС: Windows 10 Home",56999,61501,81480
MSI GS66 Stealth 11UG (GS66 11UE-055PL),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ / SSD: 2000 ГБ / 2,1 кг / ОС: Windows 10 Pro",0,105683,0
HP ZBook Create G7 (2C9P8EA),"Ноутбук / Класичний / 15,6"" / IPS / 3840x2160 / Intel Core i7-10850H / 2,7 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2080 Max-Q, 8 ГБ / SSD: 1000 ГБ / 1,92 кг / ОС: Windows 10 Pro",95944,99504,101300
Lenovo Legion 7 16ACHG6 (82N60076PB),"Ноутбук / Класичний / 16"" / IPS / 2560x1600 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 130W / SSD: 512 ГБ / 2,5 кг / ОС: DOS",0,69999,0
Alienware M15 R4 Dark Side of the Moon (Alienware0115V2-Dark),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2,45 кг / ОС: Windows 10 Home",83799,83804,83820
Dell Inspiron G15 5515 (Inspiron-5515-0909),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2,81 кг / ОС: Windows 10 Home",0,57999,0
Alienware x15 R1 (Alienware0119-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 8 ГБ / SSD: 1000 ГБ / 2,36 кг / ОС: Windows 10 Home",0,93999,0
Alienware x15 R1 (Alienware0118-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8 ГБ / SSD: 1000 ГБ / 2,36 кг / ОС: Windows 10 Home",0,86999,0
Lenovo Legion 5-15 (82JU00ABPB),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6 ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",0,58999,0
Alienware m15 R4 (Alienware0104X2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080,8 GB GDDR6 / SSD: 2500 ГБ / 2,5 кг / ОС: Windows 10 Pro",159999,167035,184900
GIGABYTE AERO 17 KC (KC-8EE6150SH),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 GB GDDR6 / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Pro",0,73580,0
Alienware m17 R4 (AWM17R4-7696WHT-PUS),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 / SSD: 1000 ГБ / 2,96 кг / ОС: Windows 10 Home",0,89999,0
MSI GP76 Leopard 11UG (GP7611UG-059PL),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,9 кг / ОС: Windows 10 Pro",0,86847,0
Alienware M15 R3 Lunar Light White (INS214652SA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1200 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2070 SUPER, 8 ГБ / SSD: 1000 ГБ / 2,5 кг / ОС: Windows 10 Home",0,72999,0
MSI GP66 Leopard 10UG (GP6610UG-268US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1200 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070, 8 ГБ GDDR6 / SSD: 512 ГБ / 2,38 кг / ОС: Windows 10 Home",0,65999,0
ASUS ROG Zephyrus Duo 15 SE GX551QR (GX551QR-HB021T),"Ноутбук / Класичний / 15,6"" / IPS-level / 3840x2160 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 8GB GDDR6 / SSD: 1000 ГБ / 2,48 кг / ОС: Windows 10 Home",0,105999,0
ASUS TUF Gaming A15 FA506QM Bonfire Black (FA506QM-HN008T),"Ноутбук / Класичний / 15,6"" / EWV / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 512 ГБ / 2,22 кг / ОС: Windows 10 Home",0,56899,0
Alienware M15 R4 Lunar Light (Alienware0101V2-Lunar),"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 512 ГБ / 2,5 кг / ОС: Windows 10 Home",0,81999,0
Dream Machines RG3060-15PL25,"Ноутбук / Класичний / 15,6"" / WVA / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 1000 ГБ / 1,85 кг / ОС: DOS",0,55999,0
Dream Machines RT3060-17PL35,"Ноутбук / Класичний / 17,3"" / WVA / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060 6GB GDDR6 / SSD: 1000 ГБ / 2,6 кг / ОС: DOS",0,62999,0
GIGABYTE AORUS 17G (XC-8EE6430SH),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / Intel Core i7-10870H / 2,2 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3070 Max-Q 8 ГБ / SSD: 512 ГБ / 2,7 кг / ОС: Windows 10 Home",86239,96559,99999
HP OMEN 15-dh1065cl (3E915UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2070 with Max-Q design 8 GB GDDR6 / HDD: 1000 ГБ / SSD: 512 ГБ / 2,39 кг",0,59999,0
MSI GS66 Stealth 10SFS (GS6610SFS-030US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i9-10980HK / 2,4 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 2070 SUPER Max-Q / SSD: 1000 ГБ / 2,1 кг / ОС: Windows 10 Pro",0,95851,0
ASUS ROG Strix G17 G713QR (G713QR-HG030T),"Ноутбук / Класичний / 17,3"" / IPS / 1920x1080 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3070 / SSD: 512 ГБ / 2,7 кг / ОС: Windows 10 Home",88200,89549,89999
MSI GF65 Thin 10UE (GF6510UE-047US),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 512 ГБ / 1,86 кг / ОС: Windows 10 Home",49000,53751,68360
ASUS ROG Strix SCAR 15 G533QS (G533QS-XS98Q),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 9 5900HX / 3,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Pro",0,92999,0
ASUS ROG Zephyrus Duo 15 SE GX551QM (GX551QM-ES76),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / AMD Ryzen 7 5800H / 3,2 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3060, 6 ГБ / SSD: 1000 ГБ / 2,4 кг / ОС: Windows 10 Home",0,94599,0
HP OMEN 15-dh1050n (2W981UA),"Ноутбук / Класичний / 15,6"" / IPS / 1920x1080 / Intel Core i7-10750H / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 2060 / SSD: 512 ГБ / 2,39 кг / ОС: Windows 10 Home",0,62887,0
Alienware x15 R1 (Alienware0120-Lunar),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / Intel Core i7-11800H / 2,3 ГГц / ОЗП: 32 ГБ / NVIDIA GeForce RTX 3080, 8 GB GDDR6 / SSD: 1000 ГБ / 2,3 кг / ОС: Windows 10 Home",133700,139654,154936
Acer Nitro 5 AN515-45 (NH.QBSEP.004),"Ноутбук / Класичний / 15,6"" / IPS / 2560x1440 / AMD Ryzen 9 5900HX / 2,6 ГГц / ОЗП: 16 ГБ / NVIDIA GeForce RTX 3080, 8 ГБ / SSD: 1000 ГБ / 2,2 кг / ОС: Windows 10 Home",94999,95059,95240
